OrgType,OrgCode,LocationName,Cty,Name,Address,Line2,Line3,Line4,Telephone,EmailAddress,ContactName,ediSONInstance,ediSONCompanyCode
General,ORG0416,CNSZX,,SHENZHEN SKY DRAGON AUDIO-VIDEO,LIUXIAN 2RD,DISTRICT 71 BAOAN SHENZHEN,,,86 755 2766 1570,testingmainguyen+416@gmail.com,CELIA DENG,,
General,ORG0417,CNCAN,,GUANGZHOU PRODIGY DAILY-PRODUCTION,62 BOAI ROAD,NANSHA DISTRICT GUANGZHOU,,,86 13928836486,testingmainguyen+417@gmail.com,ANNIE HUANG,,
General,ORG0418,CNSUQ,,"SUQIAN EASY DECORATE CARPET CO., LT",185 JINJIHU ROAD,SUQIAN ECONOMIC ZONE JIANGSU PROVIN,,,86 182 5108 1897,testingmainguyen+418@gmail.com,DORIS CAI,,
General,ORG0419,CNXMN,,PLAYFUN LIMITED,246 XIANYUE ROAD,XIAMEN FUJIAN,,,86 592 5206153,testingmainguyen+419@gmail.com,SEVI LIN,,
General,ORG0420,CNNIG,,"YIKAI CO., LIMITED",8 NAN'ERLI GUICHUN ROAD,NANNING GUANGXI,,,86 771 5318561,testingmainguyen+420@gmail.com,WING ZHANG,,
General,ORG0421,HKHKG,,"KELLY TOYS CO., LIMITED",505 HENNESSY ROAD,CAUSEWAY BAY,,,86 754 89310138,testingmainguyen+421@gmail.com,MIA HUANG,,
General,ORG0422,CNSWA,,SHENGYING TOYS COMPANY LIMITED,DUTOU INDUSTRIAL PARK,SHANGHUA CHENGHAI DISTRICT SHANTOU,,,86 754 85606227,testingmainguyen+422@gmail.com,CARINA,,
General,ORG0423,AUMEL,,ZURU PTY LIMITED,525 COLLINS STREET,MELBOURNE,,,852 23746 9003,testingmainguyen+423@gmail.com,NICHOLAS CLEAVER,,
General,ORG0424,AUMEL,,IDEAL SOURCES PTY LTD,11-13 LAKEWOOD BOULEVARD,BRAESIDE,,,03 9587 7706,testingmainguyen+424@gmail.com,TONY PASTORE,,
General,ORG0425,CNSHA,,"SHANGHAI BEAR HUGS TOYS CO., LIMITE",1060 NEW SONGJIANG ROAD,SHANGHAI SONGJIANG,,,021 3779 3812,testingmainguyen+425@gmail.com,SHANG FENG,,
General,ORG0426,HKHKG,,GIFTED POINT LIMITED,1 WANG KWONG ROAD,KOWLOON  BAY KOWLOON,,,86 592 3675699,testingmainguyen+426@gmail.com,VICTOR YE,,
General,ORG0427,CNWNZ,,WENZHOU YUANFEI PET TOY PRODUCTS CO,NO 1 CHONGLE ROAD,SHUITOU PINGYANG WENZHOU ZHEJIANG,,,86 0577 5988,testingmainguyen+427@gmail.com,ERICA,,
General,ORG0428,HKHKG,,BON BON DEVELOPMENT LTD.,14 SCIENCE MUSEUM ROAD,TST EAST KLN. HONG KONG,,,852 2320 1990,testingmainguyen+428@gmail.com,KATHLEEN CHEUNG,,
General,ORG0429,,,PALADONE PRODUCTS LIMITED,APEX HOUSE DOLPHIN WAY,WEST SUSSEX SHOREHAM-BY-SEA,,,44 1273230037,testingmainguyen+429@gmail.com,NATALEE HILTON,,
General,ORG0430,CNNGB,,"NINGBO LEVI HOME PRODUCTS CO., LTD",18 XINGYONG ROAD,JIANGBEI DISTRICT NINGBO ZHEJIANG,,,57500000000,testingmainguyen+430@gmail.com,JORDAN XIA,,
General,ORG0431,BDDAC,,PRAN DAIRY LTD.,PRAGATI SARANI,MIDDLE BADDA,,,88 02 9881792,testingmainguyen+431@gmail.com,TARIQUR RAHMAN,,
General,ORG0432,HKHKG,,GREAT CHINA EMPIRE LTD,11 ON SUM STREET,SHEK MUN SHATIN,,,852 26869424,testingmainguyen+432@gmail.com,EDDIE,,
General,ORG0433,AUMEL,,EC BIRCH PTY LTD,104 DOUGHARTY ROAD,HEIDELBERG WEST,,,03 9450 8900,testingmainguyen+433@gmail.com,SHIV BENJAMIN,,
General,ORG0434,SGSIN,,MAGNUM ASIA PTE LTD,30 CECIL STREET,PRUDENTIAL TOWEL SINGAPORE,,,61 3 9762 2000,testingmainguyen+434@gmail.com,CORINNE RICO,,
General,ORG0435,AUSYD,,BMS WHOLESALE PTY LTD,8 GLADSTONE ROAD,CASTLE HILL,,,61 2 9634 7224,testingmainguyen+435@gmail.com,DAVID SMITH,,
General,ORG0436,CNWHI,,WUHU DELUX MOBILE INTERNET DEVICE,WUHU MACHINERY INDUSTRIAL PARK,WUHU COUNTY,,,86 755 8959 7714,testingmainguyen+436@gmail.com,OWEN WANG,,
General,ORG0437,HKHKG,,DOLLAR QUEEN LIMITED,11 HOI SHING ROAD,TSUEN WAN,,,852 2620 5000,testingmainguyen+437@gmail.com,JOCELYN LEE,,
General,ORG0438,CNNGB,,"NINGBO EC LIFE IMP AND EXP CO.,LTD",136 SHUND ROAD,NIBGBO HAISHU,,,86 574 87625122,testingmainguyen+438@gmail.com,JACKIE,,
General,ORG0439,CNFOC,,FUJIAN JOHNSON INDUSTRIES CO. LTD.,158 WUSI ROAD,FUZHOU FUJIAN,,,86 591 86212080,testingmainguyen+439@gmail.com,JOHNSON,,
General,ORG0440,HKHKG,,SEASONS HK LTD,15 HING YIP STREET,KWUN TONG,,,852 2312 0110,testingmainguyen+440@gmail.com,ALEX WONG,,
General,ORG0441,CNYZH,,"YANGZHOU BRUSHMANN GROUP CO., LTD",433 MIDDLE JIANGYANG ROAD,YANGZHOU HANJIANG DISTRICT,,,86 514 87783151,testingmainguyen+441@gmail.com,STEPHANIE TIAN,,
General,ORG0442,CNNGB,,"NINGBO SAGEMENT STATIONERY CO., LTD",299 GUANGHUA ROAD,NINGBO NATIONAL HI-TECH ZONE NINGBO,,,86 574 89072830,testingmainguyen+442@gmail.com,COCO ZHUO,,
General,ORG0443,AUSYD,,NEON ORIENT OCEANIA PTY LTD,39/650 GEORGE STREET,SYDNEY,,,0409 571208,testingmainguyen+443@gmail.com,MARK GRIFFITHS,,
General,ORG0444,HKHKG,,GERMAN QUALITY CONFECTIONERY LTD,1 HOK YUEN STREET EAST,HONG HOM  HONG KONG,,,852 94080496,testingmainguyen+444@gmail.com,BAERBEL LELLBACH,,
General,ORG0445,CNSZX,,SHINERICH INDUSTRIAL LIMITED,1006 FUZHONG 3RD ROAD,SHENZHEN,,,86 755 88267722,testingmainguyen+445@gmail.com,JACKY  LEUNG,,
General,ORG0446,CNHGH,,"HANGZHOU RENA PET PRODUCTES CO., LT",39 XINGFA ROAD XINGQIAO STREET,YUHANG DISTRICT HANGZHOU,,,86 571 8616 0970,testingmainguyen+446@gmail.com,NANCY,,
General,ORG0447,HKHKG,,CHASE ON PLASTIC HOUSEWARE LIMITED,182-190 TAI LIN PAI ROAD,KWAI CHUNG N.T.,,,852 2427 3933,testingmainguyen+447@gmail.com,LEO WEI,,
General,ORG0448,CNSZX,,SHENZHEN OCEANTECH ELECTRONICS CO L,YINTIAN ROAD XI XIANG STREET,BAOAN DISTRICT SHENZHEN GUANGDONG,,,86 138 2745 1180,testingmainguyen+448@gmail.com,SIMON,,
General,ORG0449,CNJIX,,"XINGAN GREATCHIP INDUSTRY CO., LTD",NORTHERN E-COMMERCE INDUSTRIAL PARK,OF XINGAN JIAN JIANGXI,,,86 796 7139088,testingmainguyen+449@gmail.com,SHIELA,,
General,ORG0450,CNSHA,,GMA SHANGHAI BRANCH,3062 YANAN WEST ROAD,SHANGHAI,,,86 21 61031555,testingmainguyen+450@gmail.com,PATRICK LEE,,
General,ORG0451,HKHKG,,KID'S TOYS HK LTD,96 NATHAN ROAD,TSIMSHATSUI,,,852 23688985,testingmainguyen+451@gmail.com,CLIFF CHEUNG,,
General,ORG0452,AUSYD,,BRANDS AND MARKS PTY LIMITED,1 BOX ROAD,TAREN POINT,,,02 8960 9010,testingmainguyen+452@gmail.com,PAUL GRUNDY,,
General,ORG0453,,,BOOM SWEETS EOOD,UL. KOZANOVSKA 26,ASENOVGRAD,,,359 33124344,testingmainguyen+453@gmail.com,HANS BOOM,,
General,ORG0454,TWKHH,,K. L. AND LING INTERNATIONAL INC.,206 SEC 1 MIN SHENG ROAD,KAOHSIUNG TAIWAN,,,886 7 2265221,testingmainguyen+454@gmail.com,SOPHIA,,
General,ORG0455,CNNGB,,"NINGBO HUALEI TOOL CO., LTD.",EAST SECTION GUAN HAI WEI IND ZONE,CIXI ZHEJIANG,,,86 574 6366 8202,testingmainguyen+455@gmail.com,MEGAN FANG,,
General,ORG0456,BDDAC,,DURABLE PLASTIC LTD.,PRAN RFL CENTER,105 MIDDLE BADDA DHAKA,,,8802 988 1792,testingmainguyen+456@gmail.com,JOYANTA KUMAR ROY,,
General,ORG0457,TWTPE,,RITEK CORPORATION,42 KUAN-FU N. ROAD,HSIN-CHU INDUSTRIAL PARK,,,886 3 598 7298,testingmainguyen+457@gmail.com,EMILY KAO,,
